,Name, Gold,Bond_rate,Breakeven_Inflation,Case_shiller,Cons_price_index,Construction_spending,Corp_profits,Debt,Exchange_rate,GDP,Housing_starts,Ind_production,Oil,Prod_price_index,Unemployment
0,A,-0.444812130439,-0.432285514093,-0.613442102357,0.89720730815,0.900058688365,0.875338311001,0.552682037594,0.772778287026,0.774977465157,0.869403304037,0.836195844513,0.74362287035,-0.578258363718,-0.194601641347,-0.869903134055
1,AAP,-0.533338065691,-0.427570584297,-0.657889139066,0.907458642549,0.914073459057,0.909414923586,0.598640193477,0.761159535938,0.755203042765,0.845581415463,0.874413640239,0.879005591129,-0.602327153564,-0.117458903811,-0.828397371027
2,AAPL,-0.337173802019,-0.521449095794,-0.601290844777,0.838397212169,0.910523726538,0.881065064483,0.626869753704,0.822574178211,0.735282242506,0.906257500348,0.834434892466,0.845333283009,-0.52252102442,-0.0480340868186,-0.836991646121
3,ABC,-0.521488058535,-0.399242188719,-0.534459499724,0.870860718861,0.885640945253,0.865514618207,0.744767687149,0.814437376988,0.686640020751,0.875542682059,0.868599557166,0.913461372415,-0.528572960429,-0.0261462499485,-0.828518050345
4,ABT,-0.358121367883,-0.528185697909,-0.467773952801,0.835154919603,0.916641293052,0.863249460662,0.795551015276,0.921930411314,0.660364040913,0.906528511037,0.904026300703,0.949015738834,-0.441884251795,0.0752236519782,-0.808863468631
5,ACN,-0.414919129517,-0.581327970616,-0.686619044564,0.930688956301,0.987335969028,0.96487311403,0.618991913565,0.851886845201,0.882267552574,0.986460636032,0.926244037726,0.810681788168,-0.706314688674,-0.24624532739,-0.948256638256
6,ADBE,-0.534300760356,-0.443083570689,-0.689575155848,0.969876980518,0.970816190727,0.976859775374,0.584239712567,0.804061841147,0.900239080025,0.951220790231,0.907207582931,0.751270357428,-0.723603518617,-0.318087780385,-0.948638675072
7,ADI,-0.411984452792,-0.539534282045,-0.652078809487,0.925646454027,0.954189565151,0.934470534335,0.612626698634,0.831967973236,0.835109029408,0.937629117091,0.887061060691,0.778386047711,-0.653276294302,-0.229381924143,-0.911618002914
8,ADM,-0.520851658692,-0.301755360533,-0.486084539914,0.829083753556,0.803702944285,0.77865506887,0.643031042118,0.783734127512,0.581176132208,0.762449585512,0.793265053078,0.819943517298,-0.413184732244,-0.0115400679476,-0.762678894484
9,ADP,-0.461847690855,-0.518191960508,-0.642818695341,0.952478481864,0.986061955658,0.962993919448,0.650745402029,0.877272310633,0.834736030629,0.972598416153,0.937193695231,0.856444092739,-0.639520894471,-0.165403365621,-0.943640256101
10,ADS,-0.31370941962,-0.437995250799,-0.301486988133,0.733810355134,0.804037105466,0.726222698619,0.800117712021,0.874896125441,0.462831604402,0.740410821809,0.821986937955,0.949035875543,-0.224390043443,0.279450093201,-0.632659475336
11,ADSK,-0.471351818384,-0.361322304896,-0.627966629159,0.900843142403,0.868458219565,0.880896279476,0.477054009599,0.70004076133,0.801978093075,0.83284768428,0.783997560182,0.635243946191,-0.615010727633,-0.28892764769,-0.854016380204
12,AEE,-0.447222822866,-0.498278182525,-0.671509323469,0.944316702843,0.980339875147,0.966067879616,0.552490177479,0.836315161965,0.877661904128,0.963911425244,0.915984631118,0.776604386568,-0.677295723401,-0.245020897937,-0.948233934252
13,AEP,-0.472497201829,-0.495086004248,-0.64721256116,0.942839167456,0.983881309269,0.968039610307,0.626531102802,0.856585816551,0.86304751662,0.978400004182,0.936084428762,0.825714632635,-0.664752141851,-0.208055239743,-0.946691689901
14,AES,-0.0589049311282,-0.121362195429,-0.0459458375319,0.246467937309,0.254049619189,0.167976033961,0.224771458314,0.349015493654,-0.0104325532189,0.108355774144,0.277694138479,0.404001161783,0.130478533678,0.288465345097,-0.101949637412
15,AET,-0.519125102241,-0.471446375589,-0.682569412557,0.953831327964,0.976281997078,0.968218785595,0.645173191568,0.828605834852,0.872474281315,0.97400854131,0.919321974255,0.830383617762,-0.711286596095,-0.245412361079,-0.950996570219
16,AFL,-0.54135416016,-0.458868786818,-0.637329195714,0.923720995127,0.905073609149,0.901935402369,0.616438674111,0.80079179071,0.827275809155,0.889364570723,0.880198588546,0.720297737671,-0.671620976548,-0.309085776658,-0.901625029034
17,AGN,-0.544260836764,-0.35685766362,-0.520687782791,0.859956422465,0.874444636561,0.857315405239,0.747312646664,0.804662514781,0.667736042843,0.857326744374,0.869731881451,0.921848310896,-0.498281703232,-0.000166515823328,-0.811618814062
18,AIG,-0.60220748421,-0.40131835535,-0.625458510242,0.918934329321,0.881306782103,0.901404954442,0.690672099782,0.785978720831,0.796960701739,0.874702797397,0.878494355178,0.762969269295,-0.654815600134,-0.280565792755,-0.895095059333
19,AIV,-0.4748042074,-0.516026641451,-0.713145313475,0.940307640083,0.971174757244,0.96976677348,0.576203566794,0.81293961087,0.888274325991,0.975193791904,0.912817986285,0.794294218425,-0.729574072815,-0.294104688667,-0.964164178265
20,AIZ,-0.542089945487,-0.430681187147,-0.674842688353,0.969038381947,0.966879308892,0.96963844021,0.572238637942,0.825395991728,0.885897829243,0.953864716205,0.915497658418,0.751193846263,-0.714742154566,-0.304971446404,-0.96092015071
21,AJG,-0.283997092501,-0.603377546349,-0.510735474292,0.861972535621,0.944137399025,0.876228512045,0.681834691286,0.930547480539,0.714081483865,0.903270217723,0.909616370725,0.862215953195,-0.4793007655,-0.0099142422523,-0.833944521572
22,AKAM,-0.575786624794,-0.27051210821,-0.500799422061,0.771688151847,0.709110272203,0.72733722904,0.671425003987,0.65457715691,0.571218579648,0.669816685825,0.715710165355,0.728757309868,-0.471136838322,-0.124328797161,-0.679331034687
23,ALB,-0.147656623786,-0.467582441382,-0.516149627853,0.650133042679,0.691975071357,0.65958186932,0.282728524863,0.579237476975,0.672808141448,0.674613921604,0.599991946248,0.387795916466,-0.513194349509,-0.309008243794,-0.675351665477
24,ALGN,-0.420546775818,-0.476734875685,-0.632694239609,0.904698940993,0.937895587077,0.923096879833,0.51353249298,0.763705014645,0.866492762902,0.872674122251,0.867143165052,0.693797118866,-0.662575197591,-0.28614351433,-0.856692775792
25,ALK,-0.531603472928,-0.460454269012,-0.686094890723,0.963852536791,0.966438899269,0.972822192361,0.64159150628,0.819661271978,0.865757102849,0.968511234969,0.909494585588,0.809766237352,-0.706158385612,-0.254290509564,-0.956119135411
26,ALL,-0.446404928133,-0.516132040576,-0.571532094589,0.931601468867,0.968216322337,0.938899714795,0.72081194688,0.891961163174,0.789303008919,0.94368408488,0.941661318295,0.869825625407,-0.573746578388,-0.111456135228,-0.900366706086
