,Name, Gold,Bond_rate,Breakeven_Inflation,Case_shiller,Cons_price_index,Construction_spending,Corp_profits,Debt,Exchange_rate,GDP,Housing_starts,Ind_production,Oil,Prod_price_index,Unemployment
0,A,-0.0484833612631,-0.126999022423,-0.183987331838,0.107090806785,0.0890949344974,0.083002951273,0.118681227678,0.18528749137,0.14714039957,0.18848181611,0.0711591738665,0.0421362152862,-0.158441560192,-0.156364993562,-0.204426458143
1,AAP,0.00714116755249,0.0581781225899,0.0849453596545,-0.0248549769286,-0.0650692501963,-0.0783221850917,-0.148289912895,-0.0927124379215,-0.141317345967,-0.256807486052,-0.0882513646746,-0.0056116092108,0.12985563796,0.100072080915,0.225843878427
2,AAPL,-0.0833369226945,0.0862415996806,-0.0310355155277,0.0828339645158,0.0625701078913,0.054494248448,0.0355880578939,0.187601311182,0.0419923427453,0.094208558083,-0.00139989773215,0.0381547609324,0.0381031135775,0.0509958505224,-0.100395535027
3,ABC,0.062957220663,0.012938824943,0.187739293693,-0.0439412133435,-0.0420891241781,-0.0837492857128,0.325715312703,0.132339501521,-0.170995750025,-0.114326382507,-0.0345827435426,0.0809898494062,0.182650398571,0.205191463259,0.177944154341
4,ABT,0.115056096502,-0.0161853311543,0.139266274736,-0.0365757910542,0.0153757299708,-0.0282262664974,0.100736773684,0.168884898838,-0.0525141903771,-0.0948871643879,-0.00921074810138,0.0779131674993,0.109679942858,0.139547988,0.172888656385
5,ACN,-0.0600514139384,-0.091623268655,-0.134329194,0.0960377886456,0.101725756707,0.0968147295494,0.0671824518548,0.0936344650641,0.146158586528,0.18772618101,0.0902786121673,0.109412581112,-0.14692314711,-0.086845784614,-0.160105232929
6,ADBE,-0.0695605848721,-0.245590896402,-0.186021407057,0.28465388232,0.311880101173,0.291376878601,0.446171897532,0.595746528332,0.278023154193,0.563231294295,0.307571249064,0.279582986468,-0.188610312593,-0.0288317645875,-0.505773861671
7,ADI,-0.0598927565311,-0.145784503117,-0.18303341947,0.192262055497,0.18606439768,0.17007677719,0.209170514583,0.223150869705,0.204263527115,0.22839303668,0.102970007379,0.0911404180342,-0.200734104078,-0.136459802009,-0.21467650245
8,ADM,0.0863670877671,-0.0929392448362,0.0285358942962,0.0143039204586,0.0175771411302,-0.00934997375575,-0.123395873507,0.0955172206863,-0.0243075011554,-0.161840480232,-0.0414043636567,0.02243196037,0.0265447503528,0.00277612783316,0.104799979683
9,ADP,0.0019070124182,-0.0958054422377,-0.0150811851177,0.132156111486,0.134262012042,0.100082030753,0.208755368008,0.260027472617,0.0594986923712,0.156636979303,0.113283949304,0.134872980956,-0.00955385907398,0.0610202175867,-0.139533626518
10,ADS,0.194828178683,-0.0258262240632,0.180401157301,-0.122451486722,-0.104866184829,-0.149431792059,0.053596490726,0.0589816473661,-0.180643057896,-0.250501960103,-0.0792662849865,-0.0391541231206,0.197457872175,0.185445564082,0.320679344228
11,ADSK,-0.0800978552437,-0.109030967192,-0.189824140845,0.193865379813,0.142662844195,0.153419522621,0.20123398049,0.298779796055,0.15978611119,0.333933431834,0.138109690164,0.0651971960385,-0.14218304449,-0.0978348947263,-0.367957093525
12,AEE,-0.075575954371,0.0224540543819,-0.0162865435991,0.165213944665,0.153372486994,0.150896311793,0.0634562536136,0.159809044026,0.122233056258,0.291427451513,0.173983237853,0.0726969740568,-0.0781171967725,-0.0420441022321,-0.333100798392
13,AEP,-0.0537541905898,0.0603875012445,0.0534905875693,0.079558773688,0.0917721040178,0.0805396862172,0.173848471598,0.113756283522,0.0478193514231,0.189118318166,0.107730819613,0.074157697981,0.0206045117059,0.0387334876951,-0.178694526936
14,AES,0.0867445334679,-0.0663188694524,-0.0495985711965,-0.0446587444904,-0.040695941936,-0.0671298277866,-0.19692988108,-0.0204098043174,-0.0226453155064,-0.147829972799,-0.0669371368406,-0.0594196646105,-0.0356312968189,-0.0821507398808,0.0824413003341
15,AET,-0.00536769596893,-0.110965052758,-0.0679751781916,0.100126856445,0.127916956749,0.0863283048114,0.356770775663,0.382708515155,0.0656404875146,0.280677114041,0.0406082592609,0.188481130195,-0.0640902100241,0.0324979320011,-0.223893057249
16,AFL,0.00975104107413,-0.220597481787,-0.124009871799,0.0947266053204,0.105337508018,0.0864594010649,0.164858449671,0.197122836221,0.117550190159,0.1488625537,0.115368366577,0.111551449757,-0.121480032752,-0.0385940573042,-0.134956873788
17,AGN,0.0585523226299,0.0635289759633,0.264828444292,-0.0831798492223,-0.0731418616618,-0.106637527586,0.328421802419,0.0334161535746,-0.207953770522,-0.19861397161,-0.0189519414792,0.079027311662,0.264303128705,0.255258010905,0.269234077687
18,AIG,0.0424054051234,-0.22453206316,-0.11186694279,0.0343028162583,0.0519571701799,0.0440614917003,0.202738618534,0.278101179919,0.0456629862811,0.0891173646077,0.0562406214977,0.0667683234574,-0.0501006640723,-0.00958319791787,-0.0406023138399
19,AIV,-0.0913393990847,0.00368181036535,-0.0488663494445,0.0467422978875,0.0472790708941,0.0561965149782,0.0338160085012,0.124993873596,0.0486029547532,0.11040569164,0.0910386364985,0.0321974286321,-0.0551167343916,-0.0877228203968,-0.126997172047
20,AIZ,-0.0448565834835,-0.148375768504,-0.0644862817172,0.174610491291,0.171129050964,0.173881572545,0.159988091022,0.339900707693,0.176925243127,0.290386006718,0.152771933671,0.0984595732707,-0.16450516534,-0.0876117370176,-0.304626977259
21,AJG,0.101589092122,-0.183613629887,-0.105368053261,0.0517267986366,0.0856245405066,0.0514605246891,-0.169425243791,0.182553452107,0.113452793603,0.0394879774059,0.0545502991586,-0.00145130561159,-0.106946113881,-0.0983795426555,-0.0457690174256
22,AKAM,0.0368261496842,-0.0714365980973,-0.00851119461316,0.000856298346467,-0.00783346883684,-0.0211656375094,0.0400473320633,0.0699883437039,-0.0503331787928,-0.132991931293,0.040258338931,0.00098827074136,0.0300435042874,0.0174275880225,0.139355131965
23,ALB,-0.100910940584,-0.0960903997085,-0.274937612004,0.15715184536,0.152463231746,0.158877139802,-0.0560840921034,0.143910508913,0.288696583368,0.278565089163,0.111947618046,-0.0124727967151,-0.301007456195,-0.318062542241,-0.334481547386
24,ALGN,-0.0470872303058,-0.168888041709,-0.168066220293,0.206058224785,0.236718372551,0.214540019,0.232085546999,0.423841000087,0.261508577576,0.446494614408,0.146117457483,0.14202740599,-0.21594324107,-0.123386174492,-0.447696428089
25,ALK,-0.0477590048512,-0.0951894943653,-0.0165999272745,0.182941108455,0.162782639131,0.151501225417,0.283757269959,0.186323295088,0.0682462667563,0.175794655107,0.159203021858,0.136344078636,-0.0177540280628,0.053338926964,-0.125824642417
26,ALL,0.084887999342,-0.222066798855,-0.0440043401048,0.12892252149,0.178409522692,0.128675785504,0.34814228455,0.420543793017,0.104433815308,0.280503647028,0.162111045481,0.162111547367,-0.0124274653958,0.0752224532031,-0.168112261721
27,ALXN,0.123421558393,0.0772519791644,0.186395284051,-0.168932613614,-0.175618315224,-0.200676403118,-0.223432300557,-0.248609183511,-0.234949546102,-0.484048687048,-0.103053110984,-0.069765591964,0.248257610283,0.193064140271,0.49867000005
28,AMAT,-0.110758058158,-0.178254819975,-0.204265567826,0.315043126553,0.311017403396,0.30051607691,0.220011634953,0.475460679064,0.303661926138,0.467447022847,0.264829967796,0.132271150683,-0.218958075455,-0.161863188315,-0.482621979647
29,AMD,-0.123236924343,-0.260855143947,-0.390852018567,0.381430499602,0.377053334541,0.384737889584,0.0377687586073,0.381683464822,0.417516421295,0.447116259907,0.2845524157,0.163955990625,-0.395673713219,-0.299656089555,-0.490601559355
30,AME,0.134381544891,-0.0609872729429,0.0815764815703,-0.109391833718,-0.111093120427,-0.122244969477,0.053318612973,-0.0281727831168,-0.0893816542838,-0.136111460472,-0.150226833133,-0.100338607887,0.0736801783668,0.00663001379266,0.175480704551
31,AMG,0.177014040221,-0.0941952684278,0.0889821010972,-0.144459525431,-0.121937101158,-0.170845955214,-0.0770382798169,-0.0442041698655,-0.12398019836,-0.302601047269,-0.177341326263,-0.0625221549326,0.129603496166,0.103236808559,0.356457652099
32,AMGN,0.0563686458122,-0.0748802222728,0.0924574492292,0.0325711135116,0.0673237756155,0.0289310007924,0.117157958868,0.205901009041,-0.0172098959545,-0.0401918266861,0.0454983949039,0.129232801787,0.0804228755797,0.143229832379,0.0903487086705
33,AMP,0.100960566822,-0.13101886382,0.0409071014565,0.0525375820331,0.0500949428005,0.0163481614504,0.0974484625275,0.198297526554,0.00459979677816,-0.0598179915067,-0.00948596330302,0.0395491827677,0.0651237409144,0.070778902958,0.0752469706743
34,AMZN,-0.167014478859,-0.124115822048,-0.216601922875,0.206653465019,0.209236690502,0.235190241813,0.201582781388,0.377246577753,0.276689804004,0.472387057044,0.197853942762,0.161331241849,-0.268517932959,-0.162128221592,-0.482929750162
35,ANDV,0.0836427044102,-0.0426642839962,0.108235783523,-0.0299898531866,-0.0292640031861,-0.0263902992673,0.274676706702,0.0327252515346,-0.103417514584,-0.0725433103786,-0.0472367897217,0.0716920944129,0.115111220497,0.157169303513,0.146866770216
36,ANSS,0.0790285343866,-0.1861868599,-0.0511155797332,0.0241005570736,0.034632178444,0.026847802131,0.129335246689,0.178425687067,0.0599397384419,0.151148762801,-0.0166878292058,0.0176500302776,-0.0901620825385,-0.0321638332403,-0.106340338633
37,ANTM,-0.0328225364729,-0.0722613668534,-0.0207793258985,0.139894370745,0.151709195886,0.105879542128,0.36174465442,0.318872883388,0.058669013559,0.228429406272,0.0934338406834,0.204042768925,-0.0120465181296,0.0737984030329,-0.189874072821
38,AON,-0.0463289162743,-0.148305441624,-0.106122912915,0.0992292524921,0.114097831853,0.0648562238491,0.285453180233,0.377033973076,0.0994751724487,0.265763570648,0.0727426779612,0.134619725054,-0.0637532086863,-0.0240850510974,-0.209835252931
39,AOS,-0.0770777789874,-0.200936496419,-0.165674975636,0.197576566648,0.221352519506,0.206774597937,0.310197367948,0.474913101279,0.220914051839,0.418019802325,0.162106370593,0.194809520276,-0.200839886064,-0.0633206671811,-0.383238459962
40,APA,-0.0361938536771,-0.0634959886712,-0.177905447116,0.00846062267858,-0.02085274276,-0.00885450419249,-0.137582521438,-0.0726573077767,0.0614469502958,-0.0790309736755,-0.0231575178686,-0.0528650346353,-0.119302093401,-0.15301404013,-0.00533519933595
41,APC,0.141100636905,-0.124169415077,-0.0217443938562,-0.0601119560877,-0.0571226837763,-0.0718524473006,-0.219037933524,-0.111408708463,-0.0651506152517,-0.253233623007,-0.0791051370409,-0.061222526031,0.0144244330986,-0.00393067524327,0.225647174687
42,APD,-0.0472581735963,0.0391238452372,0.0539506093113,0.00235561440381,-0.0198514007409,-0.0473483691842,0.0568585536326,0.0860545730416,-0.0790973726019,-0.0921923954055,-0.0091805943346,0.054324958648,0.0786703793795,0.088151919176,0.0558039009021
43,APH,-0.0168111952786,-0.138941030251,-0.117661389709,0.131733040636,0.142902394156,0.118262955504,0.21726799277,0.342832598761,0.121233930667,0.23039282451,0.10681408083,0.11130845284,-0.0694334288823,-0.0219352806748,-0.209329459693
44,ARE,-0.125743387692,-0.0393128082064,-0.134426568859,0.154662333243,0.14097654603,0.151191191329,0.113440340295,0.290193266628,0.121971508968,0.293188799811,0.140550381854,0.0980502015509,-0.122460159029,-0.106482064731,-0.315174922516
45,ATVI,-0.18179249019,-0.0601246754784,-0.111641764346,0.238100294779,0.25396077224,0.278340209375,0.323070296603,0.43288908567,0.282640702795,0.497125738193,0.280243843596,0.197533049121,-0.222827505107,-0.10023186352,-0.492251962921
46,AVB,-0.125260154662,0.183646056,0.0641244639874,0.00411868915321,-0.0195931749116,-0.0028144454261,0.0716777949544,0.00541178697716,-0.0213189878099,0.0931337326307,0.0280323534407,-0.0160490004677,0.027804153734,-0.00976356732473,-0.117708516066
47,AVGO,-0.257774226255,-0.0277049850505,-0.203816216268,0.330941072086,0.316308818138,0.310443042159,0.45053265343,0.566749213632,0.303776435432,0.641892178767,0.268774410621,0.244213297947,-0.212578994636,-0.0972917886487,-0.642419124415
48,AVY,-0.114484734315,-0.180371946917,-0.174627463034,0.166163360425,0.183164012083,0.179507105514,0.432537827576,0.375811118083,0.234029427596,0.434297479068,0.152817056237,0.1609852148,-0.223078616615,-0.151410430362,-0.376878441232
49,AWK,-0.14906655978,0.00348819321441,-0.128026652209,0.139790995059,0.149265917029,0.160249950389,0.0466459662818,0.114362567035,0.178203045697,0.270148794132,0.171366909198,0.109349932628,-0.158167542637,-0.108027506266,-0.291300585518
50,AXP,0.222047588382,-0.049988949974,0.146522776688,-0.100776604828,-0.0607755289798,-0.104062310025,-0.180853422384,0.0929022924569,-0.0918878721394,-0.193294574082,-0.0680045209497,-0.112256716538,0.128812527227,0.040268760561,0.214187249015
51,AYI,-0.103350250437,-0.0348032233094,-0.0641553230411,0.0138763206828,0.011027119463,0.00179874384332,0.00947248000658,-0.0252413276867,0.00166821666359,-0.0749840303321,0.01955267457,0.122957742292,-0.0491615912451,0.0165186340318,0.0877500247316
52,AZO,-0.0627477115726,0.126763533667,0.0553965692468,-0.069818838177,-0.10304380684,-0.10925659789,-0.118351142581,-0.286871970802,-0.147587537815,-0.312953719684,-0.0596141988143,0.0204483175795,0.0746477950956,0.0875616255839,0.293708053277
53,BA,0.0452325554302,-0.179532932572,-0.0312369695943,0.161470351235,0.17997883903,0.137661650237,0.284673024894,0.37807923447,0.121385932627,0.250464846813,0.145635063144,0.133439979713,-0.0524567334107,0.0390249888923,-0.194514999022
54,BAC,0.112535451261,-0.446099142714,-0.174307489972,0.239371553781,0.291474665886,0.255099937422,0.341155971806,0.496336015655,0.2153181455,0.337150568735,0.230648703344,0.237148790064,-0.13941211724,-0.0154161840395,-0.242847689367
55,BAX,0.00670325767737,-0.167839308585,-0.125394669115,0.105895529032,0.154654849201,0.13037263391,0.0970034851038,0.249598206132,0.192287173961,0.297585548392,0.132443484753,0.122060776639,-0.136377762308,-0.0809810803025,-0.281058600309
56,BBT,0.138200492282,-0.298646444847,-0.159063802539,0.100077695617,0.15368606858,0.110313339291,0.0875794165152,0.327466037944,0.0945411577681,0.163412706306,0.0940962673894,0.124676406093,-0.0906766752641,-0.0124023127557,-0.0659895465968
57,BBY,0.00828438349796,-0.162857237346,-0.0327303310029,0.179762644436,0.189398791695,0.153283805931,0.279687311424,0.4939874391,0.112822711066,0.34458296077,0.155849779781,0.15451814782,-0.0631833587542,0.0505003430958,-0.323976662865
58,BCR,-0.155349935967,-0.107089591693,-0.149592531368,0.211681005283,0.223153480668,0.209054938336,0.294224316015,0.420468246751,0.221438524071,0.453489332214,0.269839966573,0.189638862615,-0.156884610481,-0.109628934721,-0.440067268371
59,BDX,-0.103232638706,-0.148267450732,-0.106231342171,0.205125194554,0.226537993816,0.199411149932,0.29907797953,0.413591981708,0.193631230817,0.355348182086,0.278904831851,0.245628244636,-0.130582153842,-0.0178611300558,-0.33660387305
60,BEN,0.144807584319,-0.0957617806045,0.0299223380992,-0.0773566264633,-0.0641032333183,-0.0995336176928,-0.0645758041897,-0.0114751532463,-0.0558829519893,-0.211173747231,-0.122574924702,-0.0734737961623,0.0866795391438,0.0278800291334,0.23448824013
61,BIIB,0.134077474407,0.0426885260222,0.146680775647,-0.115401199818,-0.087724198402,-0.148068868998,-0.0411094878039,-0.031495646826,-0.176572804815,-0.302930169874,-0.067455398613,0.00322522850431,0.208849952928,0.182950965341,0.333588720772
62,BK,0.0443720374586,-0.291801904752,-0.156012974359,0.136765976695,0.163123668058,0.136581824712,0.317913917632,0.424000570801,0.113215245404,0.227135345461,0.126429989137,0.194041959857,-0.0846075778278,0.01914291319,-0.160754423495
63,BLK,0.126923157478,-0.247801607849,-0.0555679300221,0.0737693163301,0.111213917368,0.0573757965896,0.190295135618,0.271618939551,0.0247650942939,0.092448211334,0.0791825646097,0.178495608856,0.0168285511591,0.136022740346,-0.0363848973335
64,BLL,-0.0607774519194,0.0406055920286,-0.0509816104387,-0.0147653550455,-0.0322300904258,-0.0441845319716,0.0612591993944,0.0491386231292,-0.0502659639906,-0.055658447169,-0.036943384168,0.0426820762453,0.0709796994842,0.0603301230282,0.0237344840093
65,BMY,0.0454267971018,0.0618583797337,0.13135684205,-0.0824734286686,-0.0632111035138,-0.0982089208142,0.0180809604848,-0.0697279983636,-0.108971487984,-0.207336633855,-0.0112843343655,0.0570531926223,0.11038883242,0.157546695799,0.251385117856
66,BRK-B,0.106632139874,-0.195721960422,0.0346137047055,0.132076051578,0.177857207372,0.132630517086,0.163673902801,0.295671889446,0.0796856053956,0.103482258254,0.138795866316,0.154276272591,0.0167415548991,0.0786596041532,-0.0695183576923
